Instrument,Company Common Name,Investor Full Name,Investor Shares Held,Holdings Pct Of Traded Shares Held,Close Price
JBS.N,,"Man Investments, Ltd.",0,0.0,
JBS.N,,GLG LLC,0,0.0,
JBS.N,,K2 & Associates Investment Management Inc.,0,0.0,
JBS.N,,"GoldenTree Asset Management, LP",0,0.0,
JBS.N,,INTECH Investment Management LLC,0,0.0,
JBS.N,,First Trust Advisors L.P.,0,0.0,
JBS.N,,Greenleaf Trust,0,0.0,
JBS.N,,"MAI Capital Management, LLC",0,0.0,
JBS.N,,Renaissance Technologies LLC,0,0.0,
JBS.N,,"Pzena Investment Management, LLC",0,0.0,
JBS.N,,Eastspring Investments (Singapore) Limited,0,0.0,
JBS.N,,"Oaktree Capital Management, L.P.",0,0.0,
JBS.N,,Guggenheim Investments,0,0.0,
JBS.N,,LBP AM,0,0.0,
JBS.N,,DNB Asset Management AS,0,0.0,
JBS.N,,Bardin Hill Investment Partners LP,0,0.0,
JBS.N,,Tudor Investment Corporation,0,0.0,
JBS.N,,APG Asset Management N.V.,0,0.0,
JBS.N,,First Sentier Investors (Hong Kong) Limited,0,0.0,
JBS.N,,Allianz Global Investors GmbH,0,0.0,
JBS.N,,SEB Investment Management AB,0,0.0,
JBS.N,,OMERS Administration Corporation,0,0.0,
JBS.N,,"Eagle Asset Management, Inc.",0,0.0,
JBS.N,,Nomura Investment Management Business Trust,0,0.0,
JBS.N,,J.P. Morgan Securities LLC,0,0.0,
JBS.N,,Man Solutions Ltd,0,0.0,
JBS.N,,"PharVision Advisers, LLC.",0,0.0,
JBS.N,,"SIG Brokerage, LP",0,0.0,
JBS.N,,Sierra Ocean LLC,0,0.0,
JBS.N,,Scientech Research LLC,0,0.0,
JBS.N,,Principal Securities Inc,0,0.0,
JBS.N,,"Twin Peaks Wealth Advisors, LLC",0,0.0,
JBS.N,,"QRG Capital Management, Inc.",0,0.0,
JBS.N,,Itau Unibanco Asset Management Ltda,0,0.0,
JBS.N,,Burkehill Global Management LP,0,0.0,
JBS.N,,Greenland Capital Management LP,0,0.0,
JBS.N,,Goose Hollow Capital Management LLC,0,0.0,
JBS.N,,Carne Global Fund Managers (Ireland) Limited,0,0.0,
JBS.N,,Rivermont Capital Management LP,0,0.0,
JBS.N,,Flat Footed LLC,0,0.0,
JBS.N,,Tru Independence LLC,0,0.0,
JBS.N,,"Aprio Wealth Management, LLC",0,0.0,
JBS.N,,"Game Plan Financial Advisors, LLC",0,0.0,
JBS.N,,Appian Way Asset Management LP,0,0.0,
JBS.N,,Candlestick Capital Management LP,0,0.0,
JBS.N,,Dendur Capital LP,0,0.0,
JBS.N,,"Tabor Asset Management, LP",0,0.0,
JBS.N,,CGM-AZIMUT MONACO,0,0.0,
JBS.N,,"Global Retirement Partners, LLC",0,0.0,
JMT.LS,Jeronimo Martins SGPS SA,"Sociedad Francisco Manuel dos Santos SGPS, SA.",353260814,56.1361,24.1316356146428
JMT.LS,,MFS Investment Management,13548772,2.153,
JMT.LS,,"The Vanguard Group, Inc.",9545578,1.5169,
JMT.LS,,"Wellington Management Company, LLP",8879561,1.411,
JMT.LS,,"BlackRock Institutional Trust Company, N.A.",5490165,0.8724,
JMT.LS,,BlackRock Advisors (UK) Limited,3958594,0.6291,
JMT.LS,,T. Rowe Price International Ltd,3927437,0.6241,
JMT.LS,,"Amundi Asset Management, SAS",3266017,0.519,
JMT.LS,,Nordea Investment Funds S.A.,2981219,0.4737,
JMT.LS,,Schroder Investment Management (Europe) S.A.,2871811,0.4564,
JMT.LS,,JP Morgan Asset Management,2719264,0.4321,
JMT.LS,,DWS Investment GmbH,2592585,0.412,
JMT.LS,,Schroder Investment Management Ltd. (SIM),2556001,0.4062,
JMT.LS,,BlackRock Investment Management (UK) Ltd.,2550827,0.4053,
JMT.LS,,"Geode Capital Management, L.L.C.",2187599,0.3476,
JMT.LS,,IM Gestão de Ativos - Sociedade Gestora de Organismos de Investimento Co,2086000,0.3315,
JMT.LS,,Impax Asset Management Ltd.,2065247,0.3282,
JMT.LS,,Nuveen LLC,2052389,0.3261,
JMT.LS,,JPMorgan Asset Management U.K. Limited,2032291,0.3229,
JMT.LS,,Norges Bank Investment Management (NBIM),1838857,0.2922,
JMT.LS,,SEB Investment Management AB,1826154,0.2902,
JMT.LS,,Lightman Investment Management Limited,1758200,0.2794,
JMT.LS,,"T. Rowe Price Associates, Inc.",1726815,0.2744,
JMT.LS,,California State Teachers Retirement System,1647985,0.2619,
JMT.LS,,Robeco Institutional Asset Management B.V.,1427637,0.2269,
JMT.LS,,Fidelity Management & Research Company LLC,1421346,0.2259,
JMT.LS,,"Epoch Investment Partners, Inc.",1391469,0.2211,
JMT.LS,,Santander Asset Management,1299065,0.2064,
JMT.LS,,"Bessemer Trust Company, N.A. (US)",1182646,0.1879,
JMT.LS,,Trigon Asset Management AS,1126921,0.1791,
JMT.LS,,"Charles Schwab Investment Management, Inc.",1118142,0.1777,
JMT.LS,,Aikya Investment Management Limited,1079829,0.1716,
JMT.LS,,Optimize Investment Partners,1074000,0.1707,
JMT.LS,,"MFS Institutional Advisors, Inc",1061460,0.1687,
JMT.LS,,The Lothian Pension Fund,1037632,0.1649,
JMT.LS,,"BPI Gestão de Activos - S.G.F.I.M., S.A.",1032065,0.164,
JMT.LS,,IPConcept (Luxemburg) S.A.,1026901,0.1632,
JMT.LS,,"Dimensional Fund Advisors, L.P.",1010021,0.1605,
JMT.LS,,JPMorgan Asset Management (Europe) S.à.r.l.,1006122,0.1599,
JMT.LS,,BNP Paribas Asset Management Europe SAS,899665,0.143,
JMT.LS,,Mackenzie Investments Europe Limited,842726,0.1339,
JMT.LS,,AEGON Investment Management B.V.,826594,0.1314,
JMT.LS,,Florida State Board of Administration,808774,0.1285,
JMT.LS,,LBP AM,786726,0.125,
JMT.LS,,CPR Asset Management,774736,0.1231,
JMT.LS,,Cardano Asset Management NV,752975,0.1197,
JMT.LS,,Trigon Capital AS,731617,0.1163,
JMT.LS,,"Bankinter Gestión de Activos, SGIIC S.A.",729004,0.1158,
JMT.LS,,Aviva Investors Global Services Limited,720285,0.1145,
JMT.LS,,abrdn Alternative Investments Limited,674642,0.1072,
JMT.LS,,State Street Investment Management (US),658192,0.1046,
JMT.LS,,AXA Investment Managers UK Ltd.,625566,0.0994,
JMT.LS,,UBS Asset Management (UK) Ltd.,615922,0.0979,
JMT.LS,,Legal & General Investment Management Ltd.,609649,0.0969,
JMT.LS,,BlackRock Asset Management Deutschland AG,608894,0.0968,
JMT.LS,,"Goldman Sachs Asset Management, L.P.",584085,0.0928,
JMT.LS,,"Bestinver Gestión S.A., S.G.I.I.C.",545967,0.0868,
JMT.LS,,APG Asset Management N.V.,542891,0.0863,
JMT.LS,,BNP Paribas Asset Management Belgium S.A.,538860,0.0856,
JMT.LS,,Pictet Asset Management (Europe) SA,507739,0.0807,
JMT.LS,,Mellon Investments Corporation,489720,0.0778,
JMT.LS,,"Lazard Asset Management, L.L.C.",488101,0.0776,
JMT.LS,,Goldman Sachs Towarzystwo Funduszy Inwestycyjnych SA,484869,0.077,
JMT.LS,,Titan Wealth (CI) Ltd,444669,0.0707,
JMT.LS,,Titan Investment Solutions Limited,444669,0.0707,
JMT.LS,,Quoniam Asset Management GmbH,438985,0.0698,
JMT.LS,,Deka Investment GmbH,427085,0.0679,
JMT.LS,,Caisse de Depot et Placement du Quebec,401094,0.0637,
JMT.LS,,Allianz Global Investors GmbH,370039,0.0588,
JMT.LS,,HSBC Global Asset Management (UK) Limited,364823,0.058,
JMT.LS,,Impax Asset Management LLC,356969,0.0567,
JMT.LS,,UBS Fund Management (Switzerland) AG,346820,0.0551,
JMT.LS,,Fineco Asset Management DAC,340430,0.0541,
JMT.LS,,State Street Investment Management (UK),339478,0.0539,
JMT.LS,,DWS Investments UK Limited,335518,0.0533,
JMT.LS,,Amundi Austria GmbH,318458,0.0506,
JMT.LS,,Royal London Asset Management Ltd.,305865,0.0486,
JMT.LS,,ARCA Fondi SGR S.p.A,286216,0.0455,
JMT.LS,,"Montpensier Arbevel, S.A.S.",285640,0.0454,
JMT.LS,,Vanguard Global Advisers LLC,275754,0.0438,
JMT.LS,,de Castro Soares dos Santos (Pedro Manuel),274805,0.0437,
JMT.LS,,BNP Paribas Asset Management UK Limited,273125,0.0434,
JMT.LS,,Baillie Gifford & Co.,263073,0.0418,
JMT.LS,,Northern Trust Global Investments Limited,260154,0.0413,
JMT.LS,,Bennbridge Ltd,257119,0.0409,
JMT.LS,,OP Varainhoito Oy,256023,0.0407,
JMT.LS,,"Caixabank Asset Management SGIIC, S.A.U.",249299,0.0396,
JMT.LS,,PGGM Vermogensbeheer B.V.,242414,0.0385,
JMT.LS,,"BlackRock Fund Management Co., Ltd.",225029,0.0358,
JMT.LS,,Anima SGR S.p.A.,221346,0.0352,
JMT.LS,,"BlackRock Investment Management, LLC",208937,0.0332,
JMT.LS,,Platinum Asset Management,200000,0.0318,
JMT.LS,,Vanguard Investments Australia Ltd.,191610,0.0304,
JMT.LS,,Keyridge Asset Management Limited,187130,0.0297,
JMT.LS,,Amundi Japan Ltd.,184675,0.0293,
JMT.LS,,Tresides Asset Management GmbH,180000,0.0286,
JMT.LS,,BlackRock Asset Management Canada Limited,177332,0.0282,
JMT.LS,,Ostrum Asset Management,172473,0.0274,
JMT.LS,,Margetts Fund Management Limited,171261,0.0272,
JMT.LS,,GNB Gestão de Ativos,168850,0.0268,
JMT.LS,,UBS Asset Management (Switzerland),167523,0.0266,
JMT.LS,,Fiera Capital (UK) Limited,158059,0.0251,
JMT.LS,,KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.,155496,0.0247,
JMT.LS,,APICIL Asset Management SA,154784,0.0246,
JMT.LS,,Invesco Capital Management LLC,152490,0.0242,
JMT.LS,,Parametric Portfolio Associates LLC,150101,0.0239,
JMT.LS,,"Julius Baer Gestión, S.G.I.I.C., S.A.",150000,0.0238,
JMT.LS,,RBC Global Asset Management Inc.,149025,0.0237,
JMT.LS,,Swiss Life Asset Managers France,144172,0.0229,
JMT.LS,,MFS International (U.K.) Limited,142363,0.0226,
JMT.LS,,Hargreaves Lansdown Fund Managers Ltd.,141425,0.0225,
JMT.LS,,Santander Asset Management S.A. Administradora General de Fondos,140966,0.0224,
JMT.LS,,"Northern Trust Investments, Inc.",139446,0.0222,
JMT.LS,,White Oak Capital Management Consultants Llp,137040,0.0218,
JMT.LS,,Eurizon Capital SGR S.p.A.,135012,0.0215,
JMT.LS,,DBX Advisors LLC.,134409,0.0214,
JMT.LS,,BMO Asset Management Inc.,130858,0.0208,
JMT.LS,,Franklin Templeton Investment Management Ltd.,127381,0.0202,
JMT.LS,,Danske Bank Asset Management,127122,0.0202,
JMT.LS,,Nykredit Bank AS,124897,0.0198,
JMT.LS,,Raiffeisen Kapitalanlage-Gesellschaft mbH,124127,0.0197,
JMT.LS,,Invesco Management SA,121786,0.0194,
JMT.LS,,INVESCO Asset Management Deutschland GmbH,121786,0.0194,
JMT.LS,,UBS Asset Management Switzerland AG,120312,0.0191,
JMT.LS,,T. Rowe Price Singapore Private Ltd.,118899,0.0189,
JMT.LS,,Lansförsäkringar Fondförvaltning AB,118831,0.0189,
JMT.LS,,SEI Investments Management Corporation,117931,0.0187,
JMT.LS,,Inspire Investing,117920,0.0187,
JMT.LS,,KLP Kapitalforvaltning AS,117259,0.0186,
JMT.LS,,Rockefeller Capital Management,116944,0.0186,
JMT.LS,,abrdn Investment Management Limited,114382,0.0182,
JMT.LS,,"Santa Lucía Asset Management S.G.I.I.C., S.A.U.",113374,0.018,
JMT.LS,,abrdn Investments Limited,113115,0.018,
JMT.LS,,TD Asset Management Inc.,112991,0.018,
JMT.LS,,Storebrand Kapitalforvaltning AS,110673,0.0176,
JMT.LS,,Vanguard Asset Management Ltd,103796,0.0165,
JMT.LS,,AG2R La Mondiale Gestion d'Actifs SA,102122,0.0162,
JMT.LS,,Pictet Asset Management Ltd.,101734,0.0162,
JMT.LS,,"Kutxabank Gestion, SGIIC, S.A.U.",101627,0.0161,
JMT.LS,,CA Indosuez Gestion,94773,0.0151,
JMT.LS,,Candriam Luxembourg S.A.,92050,0.0146,
JMT.LS,,Zürcher Kantonalbank (Asset Management),90888,0.0144,
JMT.LS,,McInroy & Wood Ltd.,88996,0.0141,
JMT.LS,,Siemens Fonds Invest GmbH,88045,0.014,
JMT.LS,,Brown Advisory,87362,0.0139,
JMT.LS,,Manulife Investment Management (North America) Limited,84831,0.0135,
JMT.LS,,Principal Global Investors (Equity),83901,0.0133,
JMT.LS,,PensionDanmark A/S,75018,0.0119,
JMT.LS,,FERI (Schweiz) AG,74500,0.0118,
JMT.LS,,Sixty Degrees SGFIM S.A.,72965,0.0116,
JMT.LS,,LLB Asset Management AG,71759,0.0114,
JMT.LS,,Mediolanum International Funds Limited,71521,0.0114,
JMT.LS,,"Caixa Gestão de Ativos Sociedade Gestora de Fundos de Investimento, S.A.",71375,0.0113,
JMT.LS,,Degroof Petercam Asset Management,71054,0.0113,
JMT.LS,,Los Angeles Capital Management LLC,70597,0.0112,
JMT.LS,,"Dimensional Fund Advisors, Ltd.",69530,0.011,
JMT.LS,,"Polaris Capital Management, LLC",69100,0.011,
JMT.LS,,"Generali Investments CEE, a.s.",68650,0.0109,
JMT.LS,,DNB Asset Management AS,66594,0.0106,
JMT.LS,,Vontobel Asset Management AG,66300,0.0105,
JMT.LS,,Mercer Global Investments Management Ltd,66109,0.0105,
JMT.LS,,Swedbank Robur Fonder AB,64290,0.0102,
JMT.LS,,Goldman Sachs Asset Management International,63118,0.01,
JMT.LS,,Fideuram Asset Management (Ireland) dac,62305,0.0099,
JMT.LS,,Carne Global Fund Managers (Ireland) Limited,62300,0.0099,
JMT.LS,,"American Century Investment Management, Inc.",62250,0.0099,
JMT.LS,,Aktia Wealth Management Ltd,60645,0.0096,
JMT.LS,,"BBVA Asset Management, S.A., S.G.I.I.C.",59681,0.0095,
JMT.LS,,"Santander Asset Management - S.G.F.I.M., S.A",59136,0.0094,
JMT.LS,,Titan Asset Management Ltd.,58400,0.0093,
JMT.LS,,Investors Towarzystwo Funduszy Inwestycyjnych S.A.,57300,0.0091,
JMT.LS,,ReAssure Limited,53090,0.0084,
JMT.LS,,Mackenzie Financial Corporation,52236,0.0083,
JMT.LS,,Första AP-Fonden_NLE,50681,0.0081,
JMT.LS,,Kredietrust Luxembourg S.A.,50100,0.008,
JMT.LS,,Kathrein Capital Management GmbH,48900,0.0078,
JMT.LS,,Wilmington Trust Investment Management LLC,48115,0.0076,
JMT.LS,,Myria Asset Management,48036,0.0076,
JMT.LS,,Barclays Wealth,45134,0.0072,
JMT.LS,,Aegon Asset Management Ltd,44798,0.0071,
JMT.LS,,Schroder Investment Management North America Inc.,43731,0.0069,
JMT.LS,,ASR Vermogensbeheer N.V.,42961,0.0068,
JMT.LS,,CONINCO Explorers in finance SA,42807,0.0068,
JMT.LS,,Jennison Associates LLC,42491,0.0068,
JMT.LS,,Welzia Management SGIIC S.A.,42000,0.0067,
JMT.LS,,HSBC Global Asset Management (France) S.A.,41750,0.0066,
JMT.LS,,"Franklin Advisers, Inc.",41320,0.0066,
JMT.LS,,"Metagestion, S.G.I.I.C., S.A.U.",40213,0.0064,
JMT.LS,,Generali Insurance Asset Management S.p.A. SGR,40000,0.0064,
JMT.LS,,Standard Life Assurance Limited,39920,0.0063,
JMT.LS,,First Sentier Investments (U.K.) Ltd,39776,0.0063,
JMT.LS,,AllianceBernstein L.P.,39690,0.0063,
JMT.LS,,"Nomura Asset Management Co., Ltd.",39631,0.0063,
JMT.LS,,Pekao Towarzystwo Funduszy Inwestycyjnych SA,38926,0.0062,
JMT.LS,,Assenagon Asset Management S.A.,38159,0.0061,
JMT.LS,,Amundi Hong Kong Limited,37450,0.006,
JMT.LS,,PGIM Quantitative Solutions LLC,37403,0.0059,
JMT.LS,,Clartan Associés,34954,0.0056,
JMT.LS,,Helaba Invest Kapitalanlagegesellschaft mbH,34797,0.0055,
JMT.LS,,Ossiam,32352,0.0051,
JMT.LS,,Skandia Fonder AB,30649,0.0049,
JMT.LS,,BlackRock Investment Management (Australia) Ltd.,29506,0.0047,
JMT.LS,,Victory Capital Management Inc.,28984,0.0046,
JMT.LS,,Nissay Asset Management Corp.,28896,0.0046,
JMT.LS,,Canada Life Investment Management Ltd,28413,0.0045,
JMT.LS,,Dodge & Cox,28200,0.0045,
JMT.LS,,Russell Investments Limited,28121,0.0045,
JMT.LS,,Swiss Life Asset Management,27620,0.0044,
JMT.LS,,SEI Investments Canada,26530,0.0042,
JMT.LS,,Skandia Investment Management AB,26491,0.0042,
JMT.LS,,Scottish Widows Unit Trust Managers Ltd,25374,0.004,
JMT.LS,,Euregio Plus SGR S.p.A,24800,0.0039,
JMT.LS,,CIBC Asset Management Inc.,24562,0.0039,
JMT.LS,,BlackRock (Luxembourg) S.A.,24388,0.0039,
JMT.LS,,VeloFunds Towarzystwo Funduszy Inwestycyjnych S.A.,23100,0.0037,
JMT.LS,,CI Global Asset Management,23002,0.0037,
JMT.LS,,Nordea Funds Oy,22845,0.0036,
JMT.LS,,"UBS Wealth Management, S.G.I.I.C., S.A.",22500,0.0036,
JMT.LS,,Calvert Research and Management,21819,0.0035,
JMT.LS,,"Sumitomo Mitsui DS Asset Management Company, Limited",21699,0.0034,
JMT.LS,,Eurizon Capital S.A.,21657,0.0034,
JMT.LS,,OFI Invest Asset Management,21440,0.0034,
JMT.LS,,dos Santos (José Manuel da Silveira e Castro Soares),20509,0.0033,
JMT.LS,,Swiss Rock Asset Management AG,19405,0.0031,
JMT.LS,,Legal & General Investment Management America Inc.,19382,0.0031,
JMT.LS,,State Street Investment Management (Canada),18955,0.003,
JMT.LS,,Lingohr & Partner Asset Management GmbH,18774,0.003,
JMT.LS,,BlackRock Fund Advisors,18511,0.0029,
JMT.LS,,"Arrowstreet Capital, Limited Partnership",17625,0.0028,
JMT.LS,,State Street Investment Management Ireland,17501,0.0028,
JMT.LS,,"Value Tree AV, S.A",17460,0.0028,
JMT.LS,,Northern Trust Global Investments,17196,0.0027,
JMT.LS,,Metropolitan Life Insurance Co. (US),16393,0.0026,
JMT.LS,,1832 Asset Management L.P.,16219,0.0026,
JMT.LS,,Morgan Stanley Investment Management Ltd. (UK),15656,0.0025,
JMT.LS,,FA Solutions Ltd,15354,0.0024,
JMT.LS,,Hauck & Aufhäuser Fund Services S.A.,15000,0.0024,
JMT.LS,,IndexIQ Advisors LLC,14782,0.0023,
JMT.LS,,Bâloise Asset Management,14401,0.0023,
JMT.LS,,Fideas CAPITAL,14365,0.0023,
JMT.LS,,Causeway Capital Management LLC,13965,0.0022,
JMT.LS,,BetaShares Capital Ltd.,13889,0.0022,
JMT.LS,,Corebridge Financial Inc.,13557,0.0022,
JMT.LS,,TOBAM,13424,0.0021,
JMT.LS,,"AQR Capital Management, LLC",13263,0.0021,
JMT.LS,,State Street Investment Management Australia Ltd.,13209,0.0021,
JMT.LS,,"Aperio Group, LLC",12929,0.0021,
JMT.LS,,PGIM Investments LLC,12324,0.002,
JMT.LS,,Sustainable Dividends,12000,0.0019,
JMT.LS,,Security Kapitalanlage AG,11896,0.0019,
JMT.LS,,"March Asset Management, S.G.I.I.C., S.A.U.",11754,0.0019,
JMT.LS,,Old Mutual Investment Group (South Africa) (Pty) Limited,11747,0.0019,
JMT.LS,,Vontobel Asset Management S.A. - Niederlassung München,11556,0.0018,
JMT.LS,,PIMCO (US),11477,0.0018,
JMT.LS,,Azimut Capital Management Sgr SpA,11000,0.0017,
JMT.LS,,MLC Asset Management,10912,0.0017,
JMT.LS,,DWS International GmbH,10736,0.0017,
JMT.LS,,BlackRock (Singapore) Limited,10675,0.0017,
JMT.LS,,HUK-COBURG Asset Management GmbH,9908,0.0016,
JMT.LS,,Macquarie Investment Management Global Ltd.,9901,0.0016,
JMT.LS,,"Invesco Advisers, Inc.",9745,0.0015,
JMT.LS,,Daiwa Asset Management (Singapore) Ltd.,9682,0.0015,
JMT.LS,,"Rakuten Investment Management, Inc.",9292,0.0015,
JMT.LS,,Signal Iduna Asset Management GmbH,9280,0.0015,
JMT.LS,,First Sentier Investors (Hong Kong) Limited,8965,0.0014,
JMT.LS,,"Daiwa Asset Management Co., Ltd.",8961,0.0014,
JMT.LS,,"Barclays Wealth Managers España, S.A., S.G.I.I.C.",8826,0.0014,
JMT.LS,,Mayr Investment Managers GmbH,8775,0.0014,
JMT.LS,,Mondrian Investment Partners Ltd.,8514,0.0014,
JMT.LS,,Morgan Stanley Investment Management Inc. (US),8081,0.0013,
JMT.LS,,"Gesconsult S.G.I.I.C., S.A.",8000,0.0013,
JMT.LS,,Voya Investment Management LLC,7877,0.0013,
JMT.LS,,"Unicaja Asset Management, S.G.I.I.C., S.A.U.",7685,0.0012,
JMT.LS,,Fidelity Institutional Asset Management,7584,0.0012,
JMT.LS,,State Street Europe Limited,7524,0.0012,
JMT.LS,,"Les Fils Dreyfus & Cie SA, Banquiers",7500,0.0012,
JMT.LS,,MFS Investment Management Canada Limited,7412,0.0012,
JMT.LS,,White Oak Capital Partners Pte. Ltd.,7400,0.0012,
JMT.LS,,Satrix Managers (RF) (Pty) Ltd,7375,0.0012,
JMT.LS,,"Invest Gestão de Activos, S.G.F.I.M., S.A.",7375,0.0012,
JMT.LS,,"Franklin Templeton Portfolio Advisors, Inc",7287,0.0012,
JMT.LS,,Invesco Canada Ltd.,7254,0.0012,
JMT.LS,,LSV Asset Management,7082,0.0011,
JMT.LS,,"Montepio Gestão de Activos - SGFI, S.A.",6847,0.0011,
JMT.LS,,Bank Vontobel AG (Private Banking),6500,0.001,
JMT.LS,,Monega Kapitalanlagegesellschaft mbH,6318,0.001,
JMT.LS,,UBS AG,6258,0.001,
JMT.LS,,"Brandes Investment Partners, L.P.",6224,0.001,
JMT.LS,,BI Asset Management Fondsmæglerselskab A/S,6209,0.001,
JMT.LS,,Sella SGR S.p.A.,6000,0.001,
JMT.LS,,Calamos Advisors LLC,5817,0.0009,
JMT.LS,,Fidelity International,5648,0.0009,
JMT.LS,,Migros Bank Asset Management,5380,0.0009,
JMT.LS,,Lannebo Kapitalförvaltning AB,4700,0.0007,
JMT.LS,,Keren Finance,4602,0.0007,
JMT.LS,,Sygnia Asset Management,4532,0.0007,
JMT.LS,,DFA Australia Ltd.,4463,0.0007,
JMT.LS,,Global Systematic Investors LLP,4455,0.0007,
JMT.LS,,"Andbank Wealth Management, SGIIC, S.A.U.",4434,0.0007,
JMT.LS,,INVESCO Asset Management (Japan) Ltd.,4409,0.0007,
JMT.LS,,PIMCO Europe Ltd.,4373,0.0007,
JMT.LS,,Hermes Investment Management Ltd.,4306,0.0007,
JMT.LS,,Sanlam Investment Management (Pty) Ltd.,4228,0.0007,
JMT.LS,,"Mitsubishi UFJ Asset Management Co., Ltd.",4225,0.0007,
JMT.LS,,Sydinvest,4071,0.0006,
JMT.LS,,Nykredit Asset Management,3875,0.0006,
JMT.LS,,AMUNDI IBERIA SGIIC SA,3783,0.0006,
JMT.LS,,Element Investment Managers (Pty) Ltd,3700,0.0006,
JMT.LS,,JPMorgan Asset Management (Asia Pacific) Limited,3654,0.0006,
JMT.LS,,"Pacer Advisors, Inc.",3556,0.0006,
JMT.LS,,RAM Active Investments S.A.,3553,0.0006,
JMT.LS,,"Reinhart Partners, LLC",3400,0.0005,
JMT.LS,,La Financière de l'Echiquier,3347,0.0005,
JMT.LS,,DNCA Investments,3344,0.0005,
JMT.LS,,"Franklin Advisory Services, LLC",3188,0.0005,
JMT.LS,,IST Investmentstiftung,3059,0.0005,
JMT.LS,,Aviva Investors UK Fund Services Limited,3009,0.0005,
JMT.LS,,BTG Pactual Europe SA,3000,0.0005,
JMT.LS,,FIL Investment Management (Hong Kong) Limited,2739,0.0004,
JMT.LS,,Gudme Raaschou Fondsmæglerselskab A/S,2366,0.0004,
JMT.LS,,Alte Leipziger Trust Investment-Gesellschaft mbH,2340,0.0004,
JMT.LS,,State Street Investment Management (Japan),2333,0.0004,
JMT.LS,,National Bank Trust,2331,0.0004,
JMT.LS,,Bantleon Invest AG,2318,0.0004,
JMT.LS,,"Alphajet Fair Investors, SAS",2220,0.0004,
JMT.LS,,Banque Lombard Odier & Cie SA,1858,0.0003,
JMT.LS,,Christina Streit (Clara),1800,0.0003,
JMT.LS,,"Renta 4 Gestora, S.G.I.I.C., S.A.",1700,0.0003,
JMT.LS,,Global X Investments Canada Inc.,1558,0.0002,
JMT.LS,,"Samsung Asset Management Co., Ltd.",1548,0.0002,
JMT.LS,,UBS Switzerland AG,1483,0.0002,
JMT.LS,,Guardian Financial Services Limited,1257,0.0002,
JMT.LS,,"Amova Asset Management Co., Ltd.",1189,0.0002,
JMT.LS,,Amundi (UK),1150,0.0002,
JMT.LS,,Mirae Asset Global Investments (USA) LLC,1102,0.0002,
JMT.LS,,"Allspring Global Investments, LLC",1056,0.0002,
JMT.LS,,Handelsbanken Kapitalförvaltning AB,958,0.0002,
JMT.LS,,FIL Investment Management (Australia) Limited,867,0.0001,
JMT.LS,,Federated Hermes Investment Management Company,483,0.0001,
JMT.LS,,UBS Asset Management (Americas) LLC,479,0.0001,
JMT.LS,,"Gescooperativo, S.A., S.G.I.I.C.",469,0.0001,
JMT.LS,,Franklin Templeton International Services SARL,456,0.0001,
JMT.LS,,Tidal Investments LLC,418,0.0001,
JMT.LS,,Tolomeo Capital AG,380,0.0001,
JMT.LS,,INVESCO Asset Management Limited,347,0.0001,
JMT.LS,,"Resona Asset Management Co., Ltd.",346,0.0001,
JMT.LS,,Fubon Asset Management Company Ltd.,345,0.0001,
JMT.LS,,Yellowfin Asset Management GmbH,333,0.0001,
JMT.LS,,"Sumitomo Mitsui Trust Asset Management Co., Ltd.",321,0.0001,
JMT.LS,,Edmond De Rothschild Asset Management (Luxembourg),263,0.0,
JMT.LS,,Desjardins Global Asset Management,263,0.0,
JMT.LS,,"Connor, Clark & Lunn Investment Management Ltd.",258,0.0,
